NEWSWEEK_MOST_RESPONSIBLE_2025_RANK,COMPANY,HQ CITY,HQ STATE,INDUSTRY,RANK IN INDUSTRY,SCORE OVERALL,SCORE ENVIRONMENTAL CONCERNS,SCORE SOCIAL CONCERNS,SCORE CORPORATE GOVERNANCE CONCERNS,normalized_name_nmr,matched_name,FORTUNE_100_BEST_COMPANIES_TO_WORK_FOR_2024_RANK,NAME,% WOMEN,% MINORITIES,U.S. JOB OPENINGS,FULLY PAID MATERNAL LEAVE (DAYS),FULLY PAID PATERNAL LEAVE (DAYS),FULLY PAID ADOPTIVE LEAVE (DAYS),PAID DAYS OFF FOR VOLUNTEERING,normalized_name_f100,JUST_CAPITALS_JUST_100_RANK,Company,Industry,normalized_name_jc100,POINTS_OF_LIGHT_CIVIC_50,normalized_name_c50
,,,,,,,,,,,hasbroinc,,,,,,,,,,,70.0,Hasbro Inc,Household & Leisure Goods,hasbroinc,"HASBRO, INC.",hasbroinc
,,,,,,,,,,,bristolmyerssquibbco,,,,,,,,,,,71.0,Bristol-Myers Squibb Co,Pharmaceuticals & Biotech,bristolmyerssquibbco,,
,,,,,,,,,,,otisworldwidecorporation,,,,,,,,,,,72.0,Otis Worldwide Corporation,Commercial Vehicles & Machinery,otisworldwidecorporation,,
,,,,,,,,,,,cienacorporation,,,,,,,,,,,73.0,Ciena Corporation,Technology Hardware,cienacorporation,,
,,,,,,,,,,,publicserviceenterprisegroupinc,,,,,,,,,,,74.0,Public Service Enterprise Group Inc,Utilities,publicserviceenterprisegroupinc,,
,,,,,,,,,,,appleinc,,,,,,,,,,,75.0,Apple Inc,Technology Hardware,appleinc,,
,,,,,,,,,,,humanainc,,,,,,,,,,,78.0,Humana Inc,Health Care Providers,humanainc,,
,,,,,,,,,,,prudentialfinancialinc,,,,,,,,,,,79.0,Prudential Financial Inc,Insurance,prudentialfinancialinc,"PRUDENTIAL FINANCIAL, INC.",prudentialfinancialinc
,,,,,,,,,,,comericainc,,,,,,,,,,,80.0,Comerica Inc,Banks,comericainc,,
,,,,,,,,,,,affirmholdingsinc,,,,,,,,,,,81.0,Affirm Holdings Inc,Transaction Processing,affirmholdingsinc,,
,,,,,,,,,,,cumminsinc,,,,,,,,,,,82.0,Cummins Inc,Commercial Vehicles & Machinery,cumminsinc,,
,,,,,,,,,,,ballcorp,,,,,,,,,,,83.0,Ball Corp,Industrial Goods,ballcorp,,
,,,,,,,,,,,gileadsciencesinc,,,,,,,,,,,84.0,Gilead Sciences Inc,Pharmaceuticals & Biotech,gileadsciencesinc,,
,,,,,,,,,,,rtxcorp,,,,,,,,,,,85.0,RTX Corp,Aerospace & Defense,rtxcorp,,
,,,,,,,,,,,theallstatecorporation,,,,,,,,,,,86.0,The Allstate Corporation,Insurance,theallstatecorporation,,
,,,,,,,,,,,lincolnnationalcorp,,,,,,,,,,,87.0,Lincoln National Corp,Insurance,lincolnnationalcorp,,
,,,,,,,,,,,agilenttechnologiesinc,,,,,,,,,,,88.0,Agilent Technologies Inc,Medical Equipment & Services,agilenttechnologiesinc,,
,,,,,,,,,,,constellationenergycorporation,,,,,,,,,,,89.0,Constellation Energy Corporation,Utilities,constellationenergycorporation,,
,,,,,,,,,,,workdayinc,,,,,,,,,,,90.0,Workday Inc,Software,workdayinc,,
,,,,,,,,,,,cirruslogicinc,,,,,,,,,,,91.0,Cirrus Logic Inc,Semiconductors & Equipment,cirruslogicinc,,
,,,,,,,,,,,goldmansachsgroupinc,,,,,,,,,,,92.0,Goldman Sachs Group Inc,Capital Markets,goldmansachsgroupinc,,
,,,,,,,,,,,americanwaterworkscompanyinc,,,,,,,,,,,93.0,American Water Works Company Inc,Utilities,americanwaterworkscompanyinc,,
,,,,,,,,,,,colgatepalmolivecompany,,,,,,,,,,,94.0,Colgate-Palmolive Company,Personal Products,colgatepalmolivecompany,,
,,,,,,,,,,,capitalonefinancialcorporation,,,,,,,,,,,95.0,Capital One Financial Corporation,Transaction Processing,capitalonefinancialcorporation,,
,,,,,,,,,,,texasinstrumentsinc,,,,,,,,,,,96.0,Texas Instruments Inc,Semiconductors & Equipment,texasinstrumentsinc,,
,,,,,,,,,,,starbuckscorporation,,,,,,,,,,,97.0,Starbucks Corporation,Restaurants & Leisure,starbuckscorporation,,
,,,,,,,,,,,wastemanagementinc,,,,,,,,,,,98.0,Waste Management Inc,Utilities,wastemanagementinc,,
,,,,,,,,,,,joneslanglasalleinc,,,,,,,,,,,99.0,Jones Lang LaSalle Inc,Commercial Support Services,joneslanglasalleinc,,
,,,,,,,,,,,nikeinc,,,,,,,,,,,100.0,NIKE Inc,Clothing & Accessories,nikeinc,,
,,,,,,,,,,,aflac,,,,,,,,,,,,,,,AFLAC,aflac
,,,,,,,,,,,aresmanagement,,,,,,,,,,,,,,,ARES MANAGEMENT,aresmanagement
,,,,,,,,,,,bluecrossandblueshieldoflouisiana,,,,,,,,,,,,,,,BLUE CROSS AND BLUE SHIELD OF LOUISIANA,bluecrossandblueshieldoflouisiana
,,,,,,,,,,,bluecrossandblueshieldofmassachusetts,,,,,,,,,,,,,,,BLUE CROSS AND BLUE SHIELD OF MASSACHUSETTS,bluecrossandblueshieldofmassachusetts
,,,,,,,,,,,blueshieldofcalifornia,,,,,,,,,,,,,,,BLUE SHIELD OF CALIFORNIA,blueshieldofcalifornia
,,,,,,,,,,,charlesschwabcoinc,,,,,,,,,,,,,,,"CHARLES SCHWAB & CO., INC.",charlesschwabcoinc
,,,,,,,,,,,citi,,,,,,,,,,,,,,,CITI,citi
,,,,,,,,,,,comcastnbcuniversal,,,,,,,,,,,,,,,COMCAST NBCUNIVERSAL,comcastnbcuniversal
,,,,,,,,,,,comericabank,,,,,,,,,,,,,,,COMERICA BANK,comericabank
,,,,,,,,,,,csaainsurancegroupaaaainsurer,,,,,,,,,,,,,,,"CSAA INSURANCE GROUP, A AAA INSURER",csaainsurancegroupaaaainsurer
,,,,,,,,,,,dteenergy,,,,,,,,,,,,,,,DTE ENERGY,dteenergy
,,,,,,,,,,,freeportmcmoran,,,,,,,,,,,,,,,FREEPORT-MCMORAN,freeportmcmoran
,,,,,,,,,,,generalmillsinc,,,,,,,,,,,,,,,"GENERAL MILLS, INC.",generalmillsinc
,,,,,,,,,,,healthcareservicecorporation,,,,,,,,,,,,,,,HEALTH CARE SERVICE CORPORATION,healthcareservicecorporation
,,,,,,,,,,,johndeere,,,,,,,,,,,,,,,JOHN DEERE,johndeere
,,,,,,,,,,,kellanova,,,,,,,,,,,,,,,KELLANOVA,kellanova
,,,,,,,,,,,keybank,,,,,,,,,,,,,,,KEYBANK,keybank
,,,,,,,,,,,kpmgllp,,,,,,,,,,,,,,,KPMG LLP,kpmgllp
,,,,,,,,,,,libertymutualinsurance,,,,,,,,,,,,,,,LIBERTY MUTUAL INSURANCE,libertymutualinsurance
,,,,,,,,,,,oldnationalbank,,,,,,,,,,,,,,,OLD NATIONAL BANK,oldnationalbank
,,,,,,,,,,,pdshealth,,,,,,,,,,,,,,,PDS HEALTH,pdshealth
,,,,,,,,,,,pacificlife,,,,,,,,,,,,,,,PACIFIC LIFE,pacificlife
,,,,,,,,,,,pimco,,,,,,,,,,,,,,,PIMCO,pimco
,,,,,,,,,,,point32health,,,,,,,,,,,,,,,POINT32HEALTH,point32health
,,,,,,,,,,,regeneronpharmaceuticalsinc,,,,,,,,,,,,,,,"REGENERON PHARMACEUTICALS, INC.",regeneronpharmaceuticalsinc
,,,,,,,,,,,rtx,,,,,,,,,,,,,,,RTX,rtx
,,,,,,,,,,,standardcharteredbank,,,,,,,,,,,,,,,STANDARD CHARTERED BANK,standardcharteredbank
,,,,,,,,,,,subaruofamericainc,,,,,,,,,,,,,,,"SUBARU OF AMERICA, INC.",subaruofamericainc
,,,,,,,,,,,tapestryinc,,,,,,,,,,,,,,,"TAPESTRY, INC.",tapestryinc
,,,,,,,,,,,tataconsultancyservices,,,,,,,,,,,,,,,TATA CONSULTANCY SERVICES,tataconsultancyservices
,,,,,,,,,,,tegna,,,,,,,,,,,,,,,TEGNA,tegna
,,,,,,,,,,,toyotanorthamerica,,,,,,,,,,,,,,,TOYOTA NORTH AMERICA,toyotanorthamerica
,,,,,,,,,,,ups,,,,,,,,,,,,,,,UPS,ups
,,,,,,,,,,,wynnresortslimited,,,,,,,,,,,,,,,"WYNN RESORTS, LIMITED",wynnresortslimited
